Title,Environments,Aliases,Owners,Primary URL (Site folder name),Department,Notes
Rural Providers,"dev, test, prod","ruralmd.dev.umn.edu, ruralmd.stg.umn.edu",adangol,ruralmd.umn.edu,MED - Medical School,
Physiology Core,prod,"physiologycore.dev.umn.edu, physiologycore.stg.umn.edu","mayhe001, adangol",physiologycore.umn.edu,MED - Medical School,
Advanced Cardiac Physiology & Anatomy Short Course,"test, prod","cardiacshortcoursematerials.dev.umn.edu, cardiacshortcoursematerials.stg.umn.edu","adangol, mayhe001",cardiacshortcoursematerials.umn.edu,MED - Medical School,
Biography for Rehab Medicine Department,prod,"bios-rehabmedicine.dev.umn.edu, bios-rehabmedicine.stg.umn.edu",adangol,bios.rehabmedicine.umn.edu,MED - Medical School,
Integrated Circuit Neuroscience labs (ICNlabs),prod,"icnlabs.dev.umn.edu, icnlabs.stg.umn.edu",mkannan,icnlabs.umn.edu,MED - Medical School,
3D Bioprinting Facility,prod,"bioprint.dev.umn.edu, bioprint.stg.umn.edu, bioprint.dl9.umn.edu, bioprint.umn.edu, www.bioprint.umn.edu",pacel012,bioprint.umn.edu,MED - Medical School,
Physical Therapy,prod,"dptfaculty.dev.umn.edu, dptfaculty.stg.umn.edu",percy011,dptfaculty.umn.edu,MED - Medical School,
Kang Lab,prod,"kanglab.dev.umn.edu, kanglab.stg.umn.edu",hans5471,kanglab.umn.edu,MED - Medical School,
Pacak Lab,prod,"pacaklab.dev.umn.edu, pacaklab.stg.umn.edu",hans5471,pacaklab.umn.edu,MED - Medical School,
Behavioral Coaching for Parents of Children with ADHD,prod,"adhdparentcoaching.dev.umn.edu, adhdparentcoaching.stg.umn.edu","drbarnes, chapm041, perle021, schu3699, kale0040",adhdparentcoaching.umn.edu,MED - Medical School,
Ataxia Center,prod,"ataxiacenter.dev.umn.edu, ataxiacenter.stg.umn.edu, www.ataxiacenter.umn.edu, ataxiacenter.dl9.umn.edu","adangol, hans5471, neuro",ataxiacenter.umn.edu,MED - Medical School,
Bios for Pediatrics Department,prod,"bios-pediatrics.dev.umn.edu, bios-pediatrics.stg.umn.edu",adangol,bios.pediatrics.umn.edu,MED - Medical School,
Midwest Antiviral Drug Discovery Center,prod,"midwestavidd.dev.umn.edu, midwestavidd.stg.umn.edu",adangol,midwestavidd.umn.edu,MED - Medical School,
Department of Integrative Biology and Physiology,prod,"bios-physiology.dev.umn.edu, bios-physiology.stg.umn.edu",adangol,bios.physiology.umn.edu,MED - Medical School,
Redwood,prod,"redwood.dev.umn.edu, redwood.stg.umn.edu",snyd0014,redwood.umn.edu,MED - Medical School,
Translational Center for Resuscitative Trauma Care,prod,"traumacare.dev.umn.edu, traumacare.stg.umn.edu, tccmembers.umn.edu",adangol,traumacare.umn.edu,MED - Medical School,
Sarah Lofgren Research,prod,"lofgren-research.dev.umn.edu, lofgren-research.stg.umn.edu",lofg0020,lofgren-research.umn.edu,MED - Medical School,
Oconnell Lab,prod,"oconnelllab.dev.umn.edu, oconnelllab.stg.umn.edu",mayhe001,oconnelllab.umn.edu,MED - Medical School,
LOCATE Trial,prod,"locate.dev.umn.edu, locate.stg.umn.edu",snyd0014,locate.umn.edu,MED - Medical School,
UMN Adult Reconstructive Surgery Fellowship,prod,"adultreconfellowship.dev.umn.edu, adultreconfellowship.stg.umn.edu",olso7167,adultreconfellowship.umn.edu,MED - Medical School,
Interventional Psychiatry (Nahas) Research Lab,prod,"ipl.dev.umn.edu, ipl.stg.umn.edu",john4830,ipl.umn.edu,MED - Medical School,
Stroke Research Fellowship,prod,"strokefellowship.dev.umn.edu, strokefellowship.stg.umn.edu, strokeresearchfellowship.umn.edu, strokefellowship.umn.edu","buss0194, adangol",strokefellowship.umn.edu,MED - Medical School,
kotzlab,"test, prod","kotzlab.dl9.umn.edu, kotzlab.stg.umn.edu, kotzlab.dev.umn.edu",kotzx004,kotzlab.umn.edu,MED - Medical School,
Movement Control and Rehabilitation Lab,prod,"mcrlab.dev.umn.edu, mcrlab.stg.umn.edu, www.mcrlab.umn.edu",jayas045,mcrlab.umn.edu,MED - Medical School,
Healthy UMN,prod,"healthy.dev.umn.edu, healthy.stg.umn.edu",hage0573,healthy.umn.edu,MED - Medical School,
Minnesota-Mayo Clinic Center for Microbiomes and Microbial Communities,prod,"mmc.dev.umn.edu, mmc.stg.umn.edu",rchunter,mmc.umn.edu,MED - Medical School,
MnDRIVE Brain Conditions,prod,"mndrivebrainconditions.dev.umn.edu, mndrivebrainconditions.stg.umn.edu",kmolitor,mndrivebrainconditions.umn.edu,MED - Medical School,
Cytokine Reference Laboratory,prod,"cytokinelab-dl9.dev.umn.edu, cytokinelab-dl9.stg.umn.edu, cytokinelab.dl9.umn.edu, www.cytokinelab.umn.edu","stof0040, buczy003, lanzx014, adangol",cytokinelab.umn.edu,MED - Medical School,
"Debes Lab, University of Minnesota",prod,"debeslab.dev.umn.edu, debeslab.stg.umn.edu","mwalton, debes003",debeslab.umn.edu,MED - Medical School,
Farrar lab,prod,"farrarlab.dev.umn.edu, farrarlab.stg.umn.edu, www.farrarlab.umn.edu",farra005,farrarlab.umn.edu,MED - Medical School,
Mantyh Lab,prod,"mantyhlab.dev.umn.edu, mantyhlab.stg.umn.edu",block367,mantyhlab.umn.edu,MED - Medical School,
Multidisciplinary Head & Neck Cancer Clinic,prod,"headneckcancerclinic.dev.umn.edu, headneckcancerclinic.stg.umn.edu",olso7167,headneckcancerclinic.umn.edu,MED - Medical School,
Non-invasive Neuromodulation Laboratories,prod,"nnl.stg.umn.edu, nnl.dev.umn.edu",liesk019,nnl.umn.edu,MED - Medical School,
3D Printing & Imaging Lab,prod,"3dprinting.dev.umn.edu, 3dprinting.stg.umn.edu",comis010,3dprinting.umn.edu,MED - Medical School,
bartolomucci.ibp.umn.edu,prod,"bartolomucci.dev.umn.edu, bartolomucci.stg.umn.edu, bartolomucci.prd.umn.edu, bartolomuccilab.umn.edu","abartolo, adangol",bartolomuccilab.umn.edu,MED - Medical School,
Drupal Lite Standard Template,"dev, test, prod","medlabs.dl.umn.edu, medlabs.stg.umn.edu, medlabs.dev.umn.edu, medlabs.dl9.umn.edu",adangol,medlabs.umn.edu,MED - Medical School,
Misono Voice Research,"dev, test, prod","voiceresearch.stg.umn.edu, voiceresearch.dev.umn.edu, voiceresearch.dl9.umn.edu","foley225, smisono",voiceresearch.umn.edu,MED - Medical School,
"Cognition, Aging, and Technology (CAT) Lab",prod,"catlab.stg.umn.edu, catlab.dev.umn.edu",weave368,catlab.umn.edu,MED - Medical School,
Facial Paralysis Center,prod,"facialparalysis.dev.umn.edu, facialparalysis.stg.umn.edu",adangol,facialparalysis.umn.edu,MED - Medical School,
Design of Medical Devices Conference,prod,"dmd.dl9.umn.edu, dmd-dl9.dev.umn.edu, dmd-dl9.stg.umn.edu, www.dmd.umn.edu","adangol, johnsont",dmd.umn.edu,MED - Medical School,
Saydam Lab,prod,"saydam-lab.dev.umn.edu, saydam-lab.stg.umn.edu","camer308, osaydam",saydam-lab.umn.edu,MED - Medical School,
Brachytherapy Research Group,prod,"brachytherapy.stg.umn.edu, brachytherapy.dev.umn.edu",comis010,brachytherapy.umn.edu,MED - Medical School,
"Sloan Laboratory, University of Minnesota Brain Tumor Program",prod,"sloanlab.dev.umn.edu, sloanlab.stg.umn.edu",comis010,sloanlab.umn.edu,MED - Medical School,
Earl E. Bakken Medical Devices Center,prod,"www.mdc.umn.edu, mdc.dl9.umn.edu, mdc.dev.umn.edu, mdc.stg.umn.edu, bmdc.umn.edu, mdc.umn.edu","adangol, johnsont",mdc.umn.edu,MED - Medical School,
The Scope,prod,"scope.dev.umn.edu, scope.stg.umn.edu",adangol,scope.umn.edu,MED - Medical School,
RISE Lab,"test, prod","rise.dev.umn.edu, rise.stg.umn.edu","krueg654, albot002",rise.umn.edu,MED - Medical School,
DOM Drupal Lite Test Site,prod,"domtest.dev.umn.edu, domtest.stg.umn.edu",sporter,domtest.umn.edu,MED - Medical School,
LeBeau Lab,"dev, test, prod","lebeaulab.stg.umn.edu, lebeaulab.dev.umn.edu, lebeaulab.dl9.umn.edu","alebeau, comfo017",lebeaulab.umn.edu,MED - Medical School,
Kelekar Lab,"dev, test, prod","kelekarlab.stg.umn.edu, kelekarlab.dev.umn.edu, kelekarlab.dl9.umn.edu","kreck006, ameeta",kelekarlab.umn.edu,MED - Medical School,
IBPGraduateProgramNews,prod,"ibpgraduateprogramnews.dev.umn.edu, ibpgraduateprogramnews.stg.umn.edu",mayhe001,ibpgraduateprogramnews.umn.edu,MED - Medical School,
INTEGRATIVE CARDIOVASCULAR NEUROSCIENCE LABORATORY,"test, prod","osbornlab.stg.umn.edu, osbornlab.dev.umn.edu, osbornlab.dl9.umn.edu","osbor003, tyshy003",osbornlab.umn.edu,MED - Medical School,
Daniel J. Garry Lab,prod,"djgarrylab.dev.umn.edu, djgarrylab.stg.umn.edu",lhi,djgarrylab.umn.edu,MED - Medical School,
Kurt Prins Lab,"test, prod","prinslab.dev.umn.edu, prinslab.stg.umn.edu","lhi, dekay001",prinslab.umn.edu,MED - Medical School,
activ6.umn.edu,prod,"activ6.dev.umn.edu, activ6.stg.umn.edu","shanb007, hage0573, pate1125",activ6.umn.edu,MED - Medical School,
Medical School Memorials,"dev, test, prod","memorials-med.dev.umn.edu, memorials-med.stg.umn.edu",mlong,memorials.med.umn.edu,MED - Medical School,
Office of Student Health Benefits,"dev, test, prod","shb-d9.dev.umn.edu, shb-d9.stg.umn.edu, shb-d9.prd.umn.edu, www.shb.umn.edu","dougl361, thurs006, dougl330, angus025",shb.umn.edu,MED - Medical School,
Office of Professional Development Blog,prod,"medopdblog.dev.umn.edu, medopdblog.stg.umn.edu","adangol, richt310",medopdblog.umn.edu,MED - Medical School,
Esophageal Atresia and Tracheoesophageal Fistula: Purpose,prod,"eateftreatment.dev.umn.edu, eateftreatment.stg.umn.edu",casti020,eateftreatment.umn.edu,MED - Medical School,
FASTEST Research Study,prod,"fastest.dev.umn.edu, fastest.stg.umn.edu",vsanchez,fastest.umn.edu,MED - Medical School,
Medical Imaging Lab (MILab),prod,"milab.stg.umn.edu, milab.dev.umn.edu",bondy023,milab.umn.edu,MED - Medical School,
UMN/M Health Fairview Neuromuscular Pathology Lab,prod,"nmpathlab.dev.umn.edu, nmpathlab.stg.umn.edu","hans5471, amund579",nmpathlab.umn.edu,MED - Medical School,
Minnesota Rehabilitation Biomechanics Lab,"test, prod","mrbl.dev.umn.edu, mrbl.stg.umn.edu, mrbl.dl9.umn.edu","ellin224, saini041",mrbl.umn.edu,MED - Medical School,
Otopathology Laboratory,"dev, test, prod","otopathology.dev.umn.edu, otopathology.stg.umn.edu","adangol, parkx825",otopathology.umn.edu,MED - Medical School,
Spinal Cord Injury Psychosocial Outcomes and Wellbeing Research (SCI POWER) Lab,prod,"scipower.dev.umn.edu, scipower.stg.umn.edu","phili272, adangol",scipower.umn.edu,MED - Medical School,
Minnesota Regional Spinal Cord Injury Model System (MN Regional SCIMS),prod,"mnscims.dev.umn.edu, mnscims.stg.umn.edu","phili272, adangol",mnscims.umn.edu,MED - Medical School,
Study Recruitment for Department of Family Medicine and Community Health PEACH Project,prod,"peachproject.dev.umn.edu, peachproject.stg.umn.edu",adangol,peachproject.umn.edu,MED - Medical School,
UMN Integrative Psychiatry and Wellness,prod,"psychwellness.dev.umn.edu, psychwellness.stg.umn.edu",slomi001,psychwellness.umn.edu,MED - Medical School,
UMN SCI Research Registry,prod,"sciresearch.dev.umn.edu, sciresearch.stg.umn.edu","rwudlick, adangol, kmonden",sciresearch.umn.edu,MED - Medical School,
www.theadamslab.org,"test, prod","adamslab.dev.umn.edu, adamslab.stg.umn.edu",atbrower,adamslab.umn.edu,MED - Medical School,
Howell Lab,prod,"howell-lab.dev.umn.edu, howell-lab.stg.umn.edu",hans5471,howell-lab.umn.edu,MED - Medical School,
bohjanen_lab,prod,"bohjanenlab.dev.umn.edu, bohjanenlab.stg.umn.edu, bohjanenlab.dl9.umn.edu","tim, bohja001",bohjanenlab.umn.edu,MED - Medical School,
PREVENT COVID U - COVID-19 Vaccination & Transmission Study (CoVPN 3006),prod,"preventcovidu.dev.umn.edu, preventcovidu.stg.umn.edu",cote0043,preventcovidu.umn.edu,MED - Medical School,
Cha Lab,prod,"ychalab.dev.umn.edu, ychalab.stg.umn.edu","neuro, hans5471",ychalab.umn.edu,MED - Medical School,
Asakura Lab,prod,"asakuralab.dev.umn.edu, asakuralab.stg.umn.edu",hans5471,asakuralab.umn.edu,MED - Medical School,
Henry Lab,prod,"thenrylab.dev.umn.edu, thenrylab.stg.umn.edu",hans5471,thenrylab.umn.edu,MED - Medical School,
ReCord,prod,"record.dev.umn.edu, record.stg.umn.edu","stof0040, roesl003",record.umn.edu,MED - Medical School,
The Giubellino Lab,prod,"giubellinolab.dev.umn.edu, giubellinolab.stg.umn.edu","songx047, agiubell",giubellinolab.umn.edu,MED - Medical School,
Airway Accelerated Learning (AAL),"test, prod","airway.dev.umn.edu, airway.stg.umn.edu","joh17977, willi067, abarrett",airway.umn.edu,MED - Medical School,
input.umn.edu,prod,"input.dev.umn.edu, input.stg.umn.edu",mayhe001,input.umn.edu,MED - Medical School,
Project TRUST Parent Participatory Action Research (PPAR) Hub,"test, prod","pparhub.dev.umn.edu, pparhub.stg.umn.edu",hangx012,pparhub.umn.edu,MED - Medical School,
"Women in Anesthesiology, University of Minnesota chapter",prod,"wia.dev.umn.edu, wia.stg.umn.edu","adangol, joh17977",wia.umn.edu,MED - Medical School,
Healthy Environments and Vulnerable Youth,prod,"healtheasy.dev.umn.edu, healtheasy.stg.umn.edu",eisen012,healtheasy.umn.edu,MED - Medical School,
Undergraduate Physiology Research In Medicine and Education (UPRIME),prod,"uprime.dev.umn.edu, uprime.stg.umn.edu",joh07644,uprime.umn.edu,MED - Medical School,
Serpent,prod,"seronet.dev.umn.edu, seronet.stg.umn.edu",schif184,seronet.umn.edu,MED - Medical School,
Artistic Antidote for a Pandemic,prod,"artistic.dev.umn.edu, artistic.stg.umn.edu",adangol,artistic.umn.edu,MED - Medical School,
Viral Vector and Cloning Core,"dev, test, prod","vvcc.stg.umn.edu, vvcc.dev.umn.edu, vvcc.dl9.umn.edu",wickm002,vvcc.umn.edu,MED - Medical School,
CovidFuera,prod,"covidfuera.dev.umn.edu, covidfuera.stg.umn.edu",adangol,covidfuera.umn.edu,MED - Medical School,
Davydova Laboratory,prod,"davydovalab.dev.umn.edu, davydovalab.stg.umn.edu",roman470,davydovalab.umn.edu,MED - Medical School,
Pharmacology Graduate Student Organization,"dev, test, prod","pgso.stg.umn.edu, pgso.dev.umn.edu, pgso.dl9.umn.edu, pgso.umn.edu",maju0014,pgso.umn.edu,MED - Medical School,
Covid-Brain project,prod,"covidbrainstudy.dev.umn.edu, covidbrainstudy.stg.umn.edu","kgundry, ozxxx001",covidbrainstudy.umn.edu,MED - Medical School,
Haskell-Luevano Laboratory,"dev, test, prod","haskell-luevano-laboratory.stg.umn.edu, haskell-luevano-laboratory.dev.umn.edu, haskell-luevano-laboratory.dl9.umn.edu",dlv,haskell-luevano-laboratory.umn.edu,MED - Medical School,
APAMSA UMN,prod,"apamsa.dev.umn.edu, apamsa.stg.umn.edu",muth0011,apamsa.umn.edu,MED - Medical School,
DiversityCNS,prod,"diversitycns.dev.umn.edu, diversitycns.stg.umn.edu, diversifyingcns.umn.edu",adangol,diversitycns.umn.edu,MED - Medical School,
Davenport Lab,prod,"davlab.stg.umn.edu, davlab.dev.umn.edu",gammo025,davlab.umn.edu,MED - Medical School,
Dementia Caregiver Mastery Using American Indian Cultural Practices,prod,"ai-caregiver-mastery.dev.umn.edu, ai-caregiver-mastery.stg.umn.edu",jplewis,ai-caregiver-mastery.umn.edu,MED - Medical School,
msrc.umn.edu,prod,"msrc.dev.umn.edu, msrc.stg.umn.edu",doep0013,msrc.umn.edu,MED - Medical School,
McGovern Neurosurgery Lab,"dev, test, prod","mcgovernlab.dev.umn.edu, mcgovernlab.stg.umn.edu",jeanx014,mcgovernlab.umn.edu,MED - Medical School,
Pacak Lab,prod,"pacak.dev.umn.edu, pacak.stg.umn.edu",cpacak,pacak.umn.edu,MED - Medical School,
Kang Lab,prod,"kang.dev.umn.edu, kang.stg.umn.edu",pkang,kang.umn.edu,MED - Medical School,
Apply Mindfulness to Pain (LAMP) Project,"test, prod","lamp.dl9.umn.edu, lamp.stg.umn.edu, lamp.dev.umn.edu",ehagel,lamp.umn.edu,MED - Medical School,
Townsend Laboratory,"dev, test, prod","townsendlab.dev.umn.edu, townsendlab.stg.umn.edu, townsendlab.dl9.umn.edu",town0045,townsendlab.umn.edu,MED - Medical School,
Adrenoleukodystrophy National Registry,prod,"aldnr.dev.umn.edu, aldnr.stg.umn.edu, aldnr.umn.edu","gupta461, stof0040",aldnr.umn.edu,MED - Medical School,
Thomas Lab,"test, prod","thomaslab.dev.umn.edu, thomaslab.stg.umn.edu","stefanit, twigg021",thomaslab.umn.edu,MED - Medical School,
Readiness and Resilience in National Guard Soldiers (RINGS) Project,"test, prod","rings.dev.umn.edu, rings.stg.umn.edu","marqu310, polus002",rings.umn.edu,MED - Medical School,
Robbins Lab,prod,"robbins.dev.umn.edu, robbins.stg.umn.edu","adangol, kholmest, mille177",robbins.umn.edu,MED - Medical School,
Center for Structural Virology,"test, prod","csv.dev.umn.edu, csv.stg.umn.edu, ccr.umn.edu, cev.umn.edu",adangol,csv.umn.edu,MED - Medical School,
Center for Cerebellar Network Structure/Function in Health and Disease,prod,"cerebellum.stg.umn.edu, cerebellum.dev.umn.edu",ekrookma,cerebellum.umn.edu,MED - Medical School,
COVEX Mask Comparison Study,prod,"covexmask.dev.umn.edu, covexmask.stg.umn.edu",germo004,covexmask.umn.edu,MED - Medical School,
Long Acting Growth Hormone,prod,"growth.dev.umn.edu, growth.stg.umn.edu, growth.umn.edu","adangol, mille685, harv0090",growth.umn.edu,MED - Medical School,
Addictome,prod,"addictome.dev.umn.edu, addictome.stg.umn.edu",holmb178,addictome.umn.edu,MED - Medical School,
Rivera Mulia Lab,prod,"rivera-mulialab.dev.umn.edu, rivera-mulialab.stg.umn.edu",riveramj,rivera-mulialab.umn.edu,MED - Medical School,
Rehab Lab,"test, prod","rehablab.dev.umn.edu, rehablab.stg.umn.edu",adangol,rehablab.umn.edu,MED - Medical School,
MN CHIP,prod,"mnchip.dev.umn.edu, mnchip.stg.umn.edu",hayde138,mnchip.umn.edu,MED - Medical School,
COVID-19: Evidence Based Medicine,prod,"covidebm.dl8.umn.edu, covidebm.dl8.dev.umn.edu",adangol,covidebm.umn.edu,MED - Medical School,
University of Minnesota COVID-19 Pre-Exposure Prophylaxis Clinical Trial,prod,"covidprep.dev.umn.edu, covidprep.umn.edu, www.covidprep.umn.edu",pullen,covidprep.umn.edu,MED - Medical School,
UMN COVID-19 Clinical Trials,"dev, prod","covidpep.dev.umn.edu, covidpep.umn.edu, www.covidpep.umn.edu",pullen,covidpep.umn.edu,MED - Medical School,
Medical School COVID-19 Clinical Trials,prod,"covidclinicaltrials.dev.umn.edu, covidclinicaltrials.umn.edu",adangol,covidclinicaltrials.umn.edu,MED - Medical School,
Bielinsky Lab,prod,"bielinsky.dev.umn.edu, bielinsky.umn.edu",bieli003,bielinsky.umn.edu,MED - Medical School,
Anup Dangol,prod,"medres.umn.edu, medres.dev.umn.edu, bios.med.umn.edu",adangol,medres.umn.edu,MED - Medical School,
Chan Laboratory,prod,chan.dev.umn.edu,"buczy003, sschan",chan.umn.edu,MED - Medical School,
Medical Student COVID 19,prod,"mdstudentcovidinfo.dev.umn.edu, mdstudentcommarchive.umn.edu",adangol,mdstudentcovidinfo.umn.edu,MED - Medical School,
Medical School D8 Training Site,"dev, test, prod","training-med-d8.stg.umn.edu, training-med-d8.dev.umn.edu","adangol, devel016",training.med.umn.edu,MED - Medical School,
Lions Gift of Sight,"test, prod","lionsgiftofsight.umn.edu, lionsgiftofsight.dev.umn.edu, lionsgiftofsight.org, www.lionsgiftofsight.org, agiftofsight.org, www.agiftofsight.org, mnlionseyebank.org, www.mnlionseyebank.org, lionsgiftofsight.stg.umn.edu",mader005,lionsgiftofsight.umn.edu,MED - Medical School,
Med Drupal Lite 8,prod,"med.dl8.umn.edu, med-dl8.dev.umn.edu, msfa.umn.edu",adangol,med.dl8.umn.edu,MED - Medical School,
Batchelor Lab,prod,"batchelorlab.dev.umn.edu, batchelorlab.umn.edu",ebatchel,batchelorlab.umn.edu,MED - Medical School,
pain-opioid-research.umn.edu,"dev, test, prod","pain-opioid-research.dev.umn.edu, pain-opioid-research.stg.umn.edu",kreb0001,pain-opioid-research.umn.edu,MED - Medical School,
Mini Medical School,prod,"minimedicalschool.umn.edu, minimedicalschool.dev.umn.edu",dlv,minimedicalschool.umn.edu,MED - Medical School,
Jamequist Lab,prod,jamequist.umn.edu,hogqu001,jamequist.umn.edu,MED - Medical School,
Program in HIV Medicine,prod,program-hiv-medicine.umn.edu,olso7966,program-hiv-medicine.umn.edu,MED - Medical School,
The Laboratory of Linda McLoon,prod,lmcloon.umn.edu,mcloo001,lmcloon.umn.edu,MED - Medical School,
Change That Matters,"dev, test, prod","changethatmatters.stg.umn.edu, changethatmatters.dev.umn.edu, changethatmatters.umn.edu",hook0044,changethatmatters.umn.edu,MED - Medical School,
The Hughey Laboratory,prod,hugheylab.umn.edu,chughey,hugheylab.umn.edu,MED - Medical School,
ARMOR,prod,"armor.dl8.umn.edu, armor.umn.edu",mhubblin,armor.umn.edu,MED - Medical School,
Revelo Lab,prod,revelolab.umn.edu,xrevelo,revelolab.umn.edu,MED - Medical School,
sham lab,prod,shamlab.umn.edu,mayhe001,shamlab.umn.edu,MED - Medical School,
williams lab,prod,williamslab.umn.edu,mayhe001,williamslab.umn.edu,MED - Medical School,
Czyzyk Research Lab,prod,czyzyklab.umn.edu,ykryvala,czyzyklab.umn.edu,MED - Medical School,
